23:09:16.221598,Мария,1473798804,/help
23:09:27.972545,Мария,1473798804,/time
23:09:38.192709,Мария,1473798804,/sum 45 32
23:09:51.564773,Мария,1473798804,/hello
00:58:18.290160,Мария,1473798804,/hello
00:58:26.907134,Мария,1473798804,/play
01:00:22.324720,Мария,1473798804,/play
01:02:07.327002,Мария,1473798804,/play
01:05:31.431591,Мария,1473798804,/play
2023-02-05 21:31:26.094532,Мария,1473798804,/help
2023-02-05 21:31:31.624491,Мария,1473798804,/time
2023-02-05 21:31:46.230772,Мария,1473798804,/hello
2023-02-05 21:31:57.655597,Мария,1473798804,/play
2023-02-05 21:34:45.539859,Мария,1473798804,/play
2023-02-05 21:36:29.854577,Мария,1473798804,/play
2023-02-05 21:37:36.897263,Мария,1473798804,/play
2023-02-05 21:40:25.125085,Мария,1473798804,/help
2023-02-05 21:40:37.048336,Мария,1473798804,/time
2023-02-05 21:53:53.800498,Мария,1473798804,/help
2023-02-05 22:05:05.075054,Мария,1473798804,/help
2023-02-05 22:05:07.108992,Мария,1473798804,/sum
2023-02-05 22:05:11.436924,Мария,1473798804,/help
2023-02-05 22:05:14.992781,Мария,1473798804,/help
2023-02-05 22:05:16.546795,Мария,1473798804,/time
2023-02-05 22:05:26.336548,Мария,1473798804,/play
2023-02-05 22:10:48.141102,Мария,1473798804,/play
2023-02-05 22:12:37.819019,Мария,1473798804,/play
2023-02-05 22:16:29.625213,Мария,1473798804,/play
2023-02-05 23:43:43.828080,Мария,1473798804,/help
2023-02-05 23:43:52.730222,Мария,1473798804,/play
2023-02-05 23:44:15.706417,Мария,1473798804,/play
2023-02-05 23:47:21.350825,Мария,1473798804,/play
2023-02-05 23:47:45.552557,Мария,1473798804,/play 3
2023-02-05 23:48:19.568943,Мария,1473798804,/play
2023-02-05 23:48:24.809036,Мария,1473798804,/play
2023-02-05 23:48:27.227244,Мария,1473798804,/play
2023-02-05 23:48:30.138965,Мария,1473798804,/play
2023-02-05 23:48:32.298673,Мария,1473798804,/play
2023-02-05 23:48:34.182957,Мария,1473798804,/play
2023-02-05 23:48:36.077748,Мария,1473798804,/play
2023-02-05 23:48:38.594540,Мария,1473798804,/play
2023-02-05 23:49:50.506064,Мария,1473798804,/play
2023-02-05 23:50:01.437493,Мария,1473798804,/play 2
2023-02-05 23:50:43.666373,Мария,1473798804,/play
2023-02-05 23:50:49.969055,Мария,1473798804,/play
2023-02-06 00:00:24.128984,Мария,1473798804,/play
2023-02-06 00:00:54.707178,Мария,1473798804,/play
2023-02-06 00:02:27.380075,Мария,1473798804,/play
2023-02-06 00:04:41.269660,Мария,1473798804,/play
2023-02-06 10:54:18.950573,Мария,1473798804,/play
2023-02-06 11:00:49.046054,Мария,1473798804,/play
2023-02-06 11:02:32.486753,Мария,1473798804,/play
2023-02-06 11:15:54.398206,Мария,1473798804,/play
2023-02-06 11:16:05.781238,Мария,1473798804,/play
2023-02-06 11:16:08.378243,Мария,1473798804,/play
2023-02-06 11:16:11.090552,Мария,1473798804,/play
2023-02-06 11:16:13.340235,Мария,1473798804,/play
2023-02-06 11:18:57.792433,Мария,1473798804,/play
2023-02-06 11:19:02.542895,Мария,1473798804,/play
2023-02-06 11:34:25.350399,Мария,1473798804,/play
2023-02-06 11:34:28.011273,Мария,1473798804,/play
2023-02-06 11:34:30.053072,Мария,1473798804,/play
2023-02-06 11:34:31.487480,Мария,1473798804,/play
